11-02-2023 23:35:57 GameStructure::initialize()
11-02-2023 23:35:57 SDLGraphicsManager::Initialize()
11-02-2023 23:35:58 SDLGraphicsManager ready.
11-02-2023 23:35:58 ResourceManager: reading resources.xml.
11-02-2023 23:35:58 Discovered music asset#: 1 LevelMusic4
11-02-2023 23:35:58 Discovered fx asset#: 2 scratch.wav
11-02-2023 23:35:58 Discovered fx asset#: 3 high.wav
11-02-2023 23:35:58 Discovered fx asset#: 4 medium.wav
11-02-2023 23:35:58 Discovered fx asset#: 5 low.wav
11-02-2023 23:35:58 Discovered graphic asset#: 6 p1.png
11-02-2023 23:35:58 Discovered graphic asset#: 7 p2.png
11-02-2023 23:35:58 Discovered graphic asset#: 8 p3.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p1_walk/p1_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 9 p1.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p2_walk/p2_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 10 p2.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p3_walk/p3_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 11 p3.png
11-02-2023 23:35:58 Discovered font asset#: 12 arial.ttf
11-02-2023 23:35:58 Discovered fx asset#: 13 beep.wav
11-02-2023 23:35:58 Discovered fx asset#: 14 boop.wav
11-02-2023 23:35:58 Discovered music asset#: 15 LevelMusic1
11-02-2023 23:35:58 Discovered music asset#: 16 LevelMusic2
11-02-2023 23:35:58 Discovered music asset#: 17 LevelMusic3
11-02-2023 23:35:58 Unloading asset: game/assets/character2.png
11-02-2023 23:35:58 Discovered graphic asset#: 18 snap_player
11-02-2023 23:35:58 Unloading asset: game/assets/character1.png
11-02-2023 23:35:58 Discovered graphic asset#: 188 edge_player
11-02-2023 23:35:58 Unloading asset: game/assets/coin_gold.png
11-02-2023 23:35:58 Discovered graphic asset#: 19 goldcoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_silver.png
11-02-2023 23:35:58 Discovered graphic asset#: 20 silvercoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_copper.png
11-02-2023 23:35:58 Discovered graphic asset#: 21 coppercoin
11-02-2023 23:35:58 Unloading asset: game/assets/hud_spritesheet.png
11-02-2023 23:35:58 Discovered graphic asset#: 22 hudspritesheet
11-02-2023 23:35:58 Discovered fx asset#: 23 win.wav
11-02-2023 23:35:58 Discovered music asset#: 24 AutoLevelMusic
11-02-2023 23:35:58 Discovered music asset#: 25 LevelMusic5
11-02-2023 23:35:58 Discovered font asset#: 26 kenvector_future2.ttf
11-02-2023 23:38:31 EventManager: RoomPickup67 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup49 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup17 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup65 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup11 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup25 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup8 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup62 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 EventManager: RoomPickup50 subscribed to event PlayerMovedEventType
11-02-2023 23:38:31 Detected level change. Loading level assets...
11-02-2023 23:38:31 scene 0: arial.ttf asset loaded.
11-02-2023 23:38:31 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:38:31 scene: 4LevelMusic4 asset unloaded.
11-02-2023 23:38:31 scene: 4LevelMusic5 asset unloaded.
11-02-2023 23:38:31 Loading scene: game/scene1.xml
11-02-2023 23:38:33 Fire!
11-02-2023 23:38:33 Removed Left wall in room number 53
11-02-2023 23:38:33 Removed Right wall in room number 52
11-02-2023 23:38:33 1
11-02-2023 23:38:34 Fire!
11-02-2023 23:38:34 Removed Bottom wall in room number 52
11-02-2023 23:38:34 Removed Top wall in room number 62
11-02-2023 23:38:35 50
11-02-2023 23:38:36 2
11-02-2023 23:38:37 Fire!
11-02-2023 23:38:37 Removed Left wall in room number 61
11-02-2023 23:38:37 Removed Right wall in room number 60
11-02-2023 23:38:37 0
11-02-2023 23:38:37 Player DIED!
11-02-2023 23:38:39 3
11-02-2023 23:38:40 4
11-02-2023 23:38:41 Fire!
11-02-2023 23:38:41 Removed Right wall in room number 10
11-02-2023 23:38:41 Removed Left wall in room number 11
11-02-2023 23:38:41 5
11-02-2023 23:38:42 -50
11-02-2023 23:38:42 Player DIED!
11-02-2023 23:38:43 6
11-02-2023 23:38:44 7
11-02-2023 23:38:44 8
11-02-2023 23:38:45 9
11-02-2023 23:38:46 Spotted player!
11-02-2023 23:38:46 10
11-02-2023 23:38:46 11
11-02-2023 23:38:47 12
11-02-2023 23:38:49 13
11-02-2023 23:38:49 14
11-02-2023 23:38:51 15
11-02-2023 23:38:52 Fire!
11-02-2023 23:38:52 Removed Right wall in room number 68
11-02-2023 23:38:52 Removed Left wall in room number 69
11-02-2023 23:38:53 16
11-02-2023 23:38:55 -100
11-02-2023 23:38:55 Player DIED!
11-02-2023 23:38:56 17
11-02-2023 23:38:57 Spotted player!
11-02-2023 23:38:57 18
11-02-2023 23:38:59 19
11-02-2023 23:39:01 20
11-02-2023 23:39:01 21
11-02-2023 23:39:01 All Pickups Collected Well Done!
11-02-2023 23:39:04 ResourceManager: reading resources.xml.
11-02-2023 23:39:04 Discovered music asset#: 1 LevelMusic4
11-02-2023 23:39:04 Discovered fx asset#: 2 scratch.wav
11-02-2023 23:39:04 Discovered fx asset#: 3 high.wav
11-02-2023 23:39:04 Discovered fx asset#: 4 medium.wav
11-02-2023 23:39:04 Discovered fx asset#: 5 low.wav
11-02-2023 23:39:04 Discovered graphic asset#: 6 p1.png
11-02-2023 23:39:04 Discovered graphic asset#: 7 p2.png
11-02-2023 23:39:04 Discovered graphic asset#: 8 p3.png
11-02-2023 23:39:04 Unloading asset: Assets/Platformer/Base pack/Player/p1_walk/p1_walk.png
11-02-2023 23:39:04 Discovered graphic asset#: 9 p1.png
11-02-2023 23:39:04 Unloading asset: Assets/Platformer/Base pack/Player/p2_walk/p2_walk.png
11-02-2023 23:39:04 Discovered graphic asset#: 10 p2.png
11-02-2023 23:39:04 Unloading asset: Assets/Platformer/Base pack/Player/p3_walk/p3_walk.png
11-02-2023 23:39:04 Discovered graphic asset#: 11 p3.png
11-02-2023 23:39:04 Discovered font asset#: 12 arial.ttf
11-02-2023 23:39:04 Discovered fx asset#: 13 beep.wav
11-02-2023 23:39:04 Discovered fx asset#: 14 boop.wav
11-02-2023 23:39:04 Discovered music asset#: 15 LevelMusic1
11-02-2023 23:39:04 Discovered music asset#: 16 LevelMusic2
11-02-2023 23:39:04 Discovered music asset#: 17 LevelMusic3
11-02-2023 23:39:04 Unloading asset: game/assets/character2.png
11-02-2023 23:39:04 Discovered graphic asset#: 18 snap_player
11-02-2023 23:39:04 Unloading asset: game/assets/character1.png
11-02-2023 23:39:04 Discovered graphic asset#: 188 edge_player
11-02-2023 23:39:04 Unloading asset: game/assets/coin_gold.png
11-02-2023 23:39:04 Discovered graphic asset#: 19 goldcoin
11-02-2023 23:39:04 Unloading asset: game/assets/coin_silver.png
11-02-2023 23:39:04 Discovered graphic asset#: 20 silvercoin
11-02-2023 23:39:04 Unloading asset: game/assets/coin_copper.png
11-02-2023 23:39:04 Discovered graphic asset#: 21 coppercoin
11-02-2023 23:39:04 Unloading asset: game/assets/hud_spritesheet.png
11-02-2023 23:39:04 Discovered graphic asset#: 22 hudspritesheet
11-02-2023 23:39:04 Discovered fx asset#: 23 win.wav
11-02-2023 23:39:04 Discovered music asset#: 24 AutoLevelMusic
11-02-2023 23:39:04 Discovered music asset#: 25 LevelMusic5
11-02-2023 23:39:04 Discovered font asset#: 26 kenvector_future2.ttf
11-02-2023 23:39:04 54 assets available in resource manager.
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:04 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:04 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Player1 subscribed to event ControllerMoveEvent
11-02-2023 23:39:05 EventManager: Player1 subscribed to event SettingsReloaded
11-02-2023 23:39:05 EventManager: Player1 subscribed to event Fire
11-02-2023 23:39:05 EventManager: Player1 subscribed to event GameWon
11-02-2023 23:39:05 EventManager: RoomPickup79 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup1 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup0 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup23 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup5 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup72 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup7 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup89 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup73 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup41 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup87 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup61 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup86 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup69 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup93 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup24 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup60 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup59 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup95 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: RoomPickup85 subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 EventManager: unknown subscribed to event PlayerMovedEventType
11-02-2023 23:39:05 Detected level change. Loading level assets...
11-02-2023 23:39:05 scene 0: arial.ttf asset loaded.
11-02-2023 23:39:05 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:39:05 scene 0: scratch.wav asset loaded.
11-02-2023 23:39:05 scene 0: high.wav asset loaded.
11-02-2023 23:39:05 scene 0: medium.wav asset loaded.
11-02-2023 23:39:05 scene 0: low.wav asset loaded.
11-02-2023 23:39:05 scene 0: arial.ttf asset loaded.
11-02-2023 23:39:05 scene 0: beep.wav asset loaded.
11-02-2023 23:39:05 scene 0: boop.wav asset loaded.
11-02-2023 23:39:05 scene 0: snap_player asset loaded.
11-02-2023 23:39:05 scene 0: edge_player asset loaded.
11-02-2023 23:39:05 scene 0: goldcoin asset loaded.
11-02-2023 23:39:05 scene 0: silvercoin asset loaded.
11-02-2023 23:39:05 scene 0: coppercoin asset loaded.
11-02-2023 23:39:05 scene 0: hudspritesheet asset loaded.
11-02-2023 23:39:05 scene 0: win.wav asset loaded.
11-02-2023 23:39:05 scene 0: AutoLevelMusic asset loaded.
11-02-2023 23:39:05 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:39:05 scene 1: p1.png asset loaded.
11-02-2023 23:39:05 scene 1: LevelMusic1 asset loaded.
11-02-2023 23:39:05 scene 1: p1.png asset loaded.
11-02-2023 23:39:05 scene 1: LevelMusic1 asset loaded.
11-02-2023 23:39:05 Scene already loaded. Skipping.
11-02-2023 23:39:05 Detected level change. Loading level assets...
11-02-2023 23:39:05 scene 0: arial.ttf asset loaded.
11-02-2023 23:39:05 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:39:05 scene 0: arial.ttf asset loaded.
11-02-2023 23:39:05 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:39:05 scene: 1p1.png asset unloaded.
11-02-2023 23:39:05 scene: 1LevelMusic1 asset unloaded.
11-02-2023 23:39:05 scene: 1p1.png asset unloaded.
11-02-2023 23:39:05 scene: 1LevelMusic1 asset unloaded.
11-02-2023 23:39:05 Scene already loaded. Skipping.
11-02-2023 23:39:06 1
11-02-2023 23:39:08 2
11-02-2023 23:39:09 3
11-02-2023 23:39:10 4
11-02-2023 23:39:10 Fire!
11-02-2023 23:39:10 Removed Right wall in room number 23
11-02-2023 23:39:10 Removed Left wall in room number 24
11-02-2023 23:39:11 Fire!
11-02-2023 23:39:11 Removed Right wall in room number 23
11-02-2023 23:39:11 Removed Left wall in room number 24
11-02-2023 23:39:11 5
11-02-2023 23:39:11 Fire!
11-02-2023 23:39:11 Removed Top wall in room number 24
11-02-2023 23:39:11 Removed Bottom wall in room number 14
11-02-2023 23:39:12 Fire!
11-02-2023 23:39:12 Removed Top wall in room number 14
11-02-2023 23:39:12 Removed Bottom wall in room number 4
11-02-2023 23:39:12 6
11-02-2023 23:39:13 7
11-02-2023 23:39:14 Fire!
11-02-2023 23:39:14 Removed Bottom wall in room number 7
11-02-2023 23:39:14 Removed Top wall in room number 17
11-02-2023 23:39:14 Fire!
11-02-2023 23:39:14 Removed Bottom wall in room number 17
11-02-2023 23:39:14 Removed Top wall in room number 27
11-02-2023 23:39:16 Fire!
11-02-2023 23:39:16 Removed Bottom wall in room number 49
11-02-2023 23:39:16 Removed Top wall in room number 59
11-02-2023 23:39:16 8
11-02-2023 23:39:17 9
11-02-2023 23:39:17 Fire!
